Ticket,NF,Data Ocorrência,Ocorrência,Parceiro, Valor , Produto , Emissão ,Quantidade,Categoria Produto,UF,SKU
#44704,34228,05/03/2025,Avaria,Tecmar," R$  343,17 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-260M (260WP),2025-02-24,1,Painel 260 Wp,SC,23168
#44793,34059,12/03/2025,Avaria,Tecmar," R$  640,77 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA620-33V-MHDRZ TOPCON BIFACIAL (620WP),2025-02-19,1,Painel 620 Wp,RN,24263
#44597,116287,25/02/2025,Extravio,Correios," R$  40,82 ",KIT TERMINAL DE COMUNICAÇÃO PARALELA DB9 CAN-R120-V1.0,2025-02-19,2,Estrutura,PR,24572
#44597,116287,25/02/2025,Extravio,Correios," R$  81,64 ","CABO PARALELISMO CAT 6 DB9(M)-DB9(F) 1,2M V1.1 EPEVER",2025-02-19,4,Cabo,PR,22599
#45064,34051,25/03/2025,Avaria,Tecmar," R$  369,00 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-260M (260WP),2025-02-19,1,Painel 260 Wp,BA,23168
#44925,33981,12/03/2025,Extravio,Rio Vermelho,,,2025-02-18,,,MG,
#44938,33847,18/03/2025,Avaria,Gran Cargo," R$  1.727,01 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA620-33V-MHDRZ TOPCON BIFACIAL (620WP),2025-02-17,3,Painel 620 Wp,AM,24263
#44872,33783,13/03/2025,Avaria,Gran Cargo," R$  575,67 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA620-33V-MHDRZ TOPCON BIFACIAL (620WP),2025-02-14,1,Painel 620 Wp,PA,24263
#45146,35265,30/03/2025,Avaria,Tecmar," R$  1.195,10 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA620-33V-MHDRZ TOPCON BIFACIAL (620WP),2025-02-13,2,Painel 620 Wp,SC,24263
#44699,33760,05/03/2025,Avaria,Gran Cargo," R$  597,55 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA620-33V-MHDRZ TOPCON BIFACIAL (620WP),2025-02-13,1,Painel 620 Wp,MG,24263
#44641,33737,27/02/2025,Avaria,Tecmar," R$  5.110,87 ",BATERIA DE LÍTIO ZTROON ZTS48105P (105AH),2025-02-13,1,Bateria Litio 105 Ah,RS,23521
#44642,33744,27/02/2025,Avaria,Alfa," R$  597,55 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA620-33V-MHDRZ TOPCON BIFACIAL (620WP),2025-02-13,1,Painel 620 Wp,SP,24263
#44641,33737,27/02/2025,Avaria,Tecmar," R$  5.110,87 ",BATERIA DE LÍTIO ZTROON ZTS48105P (105AH),2025-02-13,1,Bateria Litio (100Ah),RS,23521
#44652,33641,27/01/2025,Extravio,Alfa," R$  303,12 ",PERFIL REFORCADO 240CM PARA 1 PAINEL SOLAR SYSTEM ,2025-02-12,3,Estrutura,SP,
#44954,33641,19/03/2025,Avaria,Alfa," R$  575,67 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA620-33V-MHDRZ TOPCON BIFACIAL (620WP),2025-02-12,1,Painel 620 Wp,SP,24263
#44794,33600,10/03/2025,Avaria,Alfa," R$  383,27 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-340M (340WP),2025-02-11,1,Painel 340 Wp,MG,23169
#44665,33489,28/02/2025,Extravio,Alfa,,,2025-02-07,1,,MG,
#44620,33407,25/02/2025,Avaria,Movvi," R$  453,68 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-460M (460WP),2025-02-06,1,Painel 460 Wp,,23171
#44542,33310,21/02/2025,Avaria,Tecmar," R$  383,27 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-340M (340WP),2025-02-04,1,Painel 340 Wp,RS,23169
#44792,33248,10/03/2025,Avaria,Gran Cargo," R$  635,55 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA585-36V-MHD TOPCON BIFACIAL (585WP),2025-02-03,1,Painel 585 Wp,DF,24264
#44584,33243,24/02/2025,Avaria,Tecmar," R$  635,55 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA585-36V-MHD TOPCON BIFACIAL (585WP),2025-02-03,1,Painel 585 Wp,PE,24264
#44419,33190,17/02/2025,Avaria,GOLLOG," R$  268,77 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP160M (160WP),2025-02-03,1,Painel 160 Wp,,22001
#45041,33059,24/03/2025,Avaria,Rio Vermelho," R$  622,17 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA585-36V-MHD TOPCON BIFACIAL (585WP),2025-01-31,1,Painel 585 Wp,MS,24264
#44743,33056,07/03/2025,Avaria,Tecmar," R$  482,67 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-340M (340WP),2025-01-30,1,Painel 340 Wp,RS,23169
#44261,33037,07/02/2025,Avaria,Gran Cargo," R$  635,55 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA585-36V-MHD TOPCON BIFACIAL (585WP),2025-01-30,1,Painel 585 Wp,MS,24264
#44818,33062,11/03/2025,Avaria,Movvi," R$  635,55 ",Painel Solar Fotovoltaico 585W Bifacial  - OSDA - ODA585-36V-MHD,2025-01-30,1,Painel 585 Wp,ES,
#44402,33034,15/02/2025,Avaria,Movvi," R$  586,78 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-610-66MDH-G11(T) TOPCON (610WP),2025-01-30,1,Painel 610 Wp,SP,24290
#44346,32952,06/03/2025,Extravio,Rio Vermelho," R$  440,64 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-100M (100WP),2025-01-29,2,Painel 100 Wp,DF,22906
#44338,32849,12/02/2025,Extravio,Rio Vermelho," R$  714,24 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-210M (210WP),2025-01-27,2,Painel 210 Wp,DF,23167
#44087,32853,29/01/2025,Avaria,Rio Vermelho," R$  1.255,75 ",BATERIA ESTACIONARIA DE CHUMBO ACIDO UNIPOWER 12V (240AH) UPMF12240,2025-01-27,1,Bateria (240h),MT,24167
#44089,32697,22/01/2025,Avaria,Movvi," R$  622,17 ",PAINEL SOLAR FOTOVOLTAICO LEAPTON  LP182*199-M-66-NH (585WP) BR,2025-01-22,1,Painel 585 Wp,ES,24511
#44089,32697,29/01/2025,Avaria,Movvi," R$  709,03 ",PAINEL SOLAR FOTOVOLTAICO LEAPTON  LP182*199-M-66-NH (585WP) BR,2025-01-22,1,Painel 585 Wp,ES,24511
#44089,32697,29/01/2025,Avaria,Movvi," R$  622,17 ",PAINEL SOLAR FOTOVOLTAICO LEAPTON  LP182*199-M-66-NH (585WP) BR,2025-01-22,1,Painel 585 Wp,ES,24511
#44469,32679,18/02/2025,Avaria,Alfa," R$  1.194,01 ",PAINEL SOLAR FOTOVOLTAICO LEAPTON  LP182*199-M-66-NH (585WP) BR,2025-01-21,2,Painel 585 Wp,MG,24511
#43616,2323,25/04/2025,Extravio,Mira," R$  5.312,14 ",BATERIA DE LÍTIO ZTROON ZTS48100S (100AH),2025-01-20,1,Bateria Litio (100Ah),,24732
#43852,836,03/03/2025,Extravio,Tecmar," R$  650,07 ",CABO PARA CARREGADOR DE CARRO ELETRICO NEOCHARGE T2-GB/T - 32A,2025-01-17,1,Cabo,SP,
sem desk,32285,16/06/2025,Extravio,Tecmar," R$  727,12 ",STRINGBOX 2 STRING IP65 25A 1000V,2025-01-15,1,Quadro de Proteção,,20731
sem desk,32285,16/06/2025,Extravio,Tecmar," R$  24,15 ",CONECTOR MC4 (PAR) PROAUTO IND,2025-01-15,5,Conector MC4,,20123
#44094,32350,29/01/2025,Avaria,Tecmar," R$  696,57 ",PAINEL SOLAR FOTOVOLTAICO FLEXÍVEL ZTROON ZTF-160MT (160WP),2025-01-15,1,Painel 160 Wp,RN,23115
#44094,32350,29/01/2025,Avaria,Tecmar," R$  482,67 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-340M (340WP),2025-01-15,1,Painel 340 Wp,RN,23169
#44178,32238,28/01/2025,Extravio,Movvi," R$  8,95 ",Conector MC4 - Proauto (par)- Rev.,2025-01-14,1,Conector MC4,SP,10051
#43950,32141,21/01/2025,Extravio,Rio Vermelho," R$  473,37 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-340M (340WP),2025-01-13,1,Painel 340 Wp,MS,23169
#43176,32070,06/01/2025,Extravio,Exata Cargo," R$  36,10 ",CABO FOTOVOLTÁICO LAFEBER 6MM² PRETO,2025-01-10,5,Cabo,BA,20020
#44027,31970,24/01/2025,Avaria,Tecmar," R$  1.243,10 ",CONTROLADOR DE CARGA MPPT EPEVER 40A 12/24V XTRA4210N,2025-01-08,2,,BA,23054
#43832,31938,14/04/2025,Avaria,Rio Vermelho," R$  639,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA585-36V-MH TOPCON (585WP),2025-01-08,1,Painel 585 Wp,TO,22726
#44058,31848,27/01/2025,Extravio,Tecmar," R$  537,54 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP160M (160WP),2025-01-07,2,Painel 160 Wp,RN,22001
#43654,31526,07/01/2025,Extravio,IBL," R$  928,14 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-340M (340WP),2024-12-25,2,Painel 340 Wp,SP,23169
#43677,30023,08/01/2025,Extravio,IBL," R$  931,04 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-410M (410WP),2024-12-18,2,Painel 410 Wp,PE,23170
#43568,31601,03/01/2025,Avaria,Tecmar," R$  599,69 ",PAINEL SOLAR FOTOVOLTAICO HONOR 475WP HY-M10/120H BR,2024-12-18,1,Painel 475 Wp,BA,23689
#43568,31601,03/01/2025,Avaria,Tecmar," R$  899,00 ",MICROINVERSOR DEYE SUN-M225G4-EU-Q0 - 2250W / 220V / WIFI / MC4,2024-12-18,1,Microinversor 2000W,BA,22916
#43568,31601,03/01/2025,Avaria,Tecmar," R$  601,64 ",PAINEL SOLAR FOTOVOLTAICO HONOR 475WP HY-M10/120H BR,2024-12-18,1,Painel 475 Wp,BA,23689
#43568,31601,03/01/2025,Avaria,Tecmar," R$  789,00 ",CONTROLADOR DE CARGA MPPT EPEVER 40A 12/24V XTRA4210N,2024-12-18,1,Controlador 40A,BA,23054
#43568,31601,03/01/2025,Avaria,Tecmar," R$  2.990,00 ",BATERIA DE LÍTIO EPEVER 25.6V 100AH (LFP2.56KWH25.6V-P20L1),2024-12-18,1,Bateria Litio 105 Ah,BA,24970
#43568,31601,03/01/2025,Avaria,Tecmar," R$  827,22 ",PAINEL SOLAR FOTOVOLTAICO HONOR 475WP HY-M10/120H BR,2024-12-18,2,Painel 475 Wp,BA,23689
#43568,31601,03/01/2025,Avaria,Tecmar," R$  3.899,00 ",BATERIA DE LÍTIO ZTROON ZTS48105P (105AH),2024-12-18,1,Bateria Litio 105 Ah,BA,23521
#43568,31601,03/01/2025,Avaria,Tecmar," R$  6.499,00 ",INVERSOR HÍBRIDO DEYE 5000W 48VDC 230VAC 1P (SUN-5K-SG04LP1-EU),2024-12-18,1,Inversor 5000W,BA,22919
#43594,31501,06/01/2025,Extravio,Movvi," R$  837,28 ",Estrutura Solo P/ 4 Paineis P. Master Rev.,2024-12-17,1,Estrutura,SP,
#44287,31463,10/02/2025,Avaria,Tecmar," R$  476,21 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-410M (410WP),2024-12-17,1,Painel 410 Wp,RN,23170
#43634,31415,07/01/2025,Avaria,Tecmar," R$  558,00 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP160M (160WP),2024-12-16,2,Painel 160 Wp,RS,22001
#43993,31340,23/01/2025,Avaria,Tecmar," R$  880,46 ",PAINEL SOLAR FOTOVOLTAICO RESUN RS8V-M-410 (410WP),2024-12-13,2,Painel 410 Wp,RN,21499
#44046,31124,27/01/2025,Avaria,Rio Vermelho," R$  1.797,48 ",PAINEL SOLAR FOTOVOLTAICO HONOR 475WP HY-M10/120H BR,2024-12-10,4,Painel 475 Wp,PA,23689
#44046,31124,27/01/2025,Avaria,Rio Vermelho," R$  2.295,08 ",INVERSOR SENOIDAL EPEVER IPOWER PLUS(T) IP3000-41 - 3000W/ 48VCC/ 127VCA,2024-12-10,1,Inversor 3000W,PA,20250
#44046,31124,27/01/2025,Avaria,Rio Vermelho," R$  5.227,62 ",BATERIA DE LÍTIO ZTROON ZTS48105P (105AH),2024-12-10,1,Bateria 105Ah,PA,23521
#43618,31105,06/01/2025,Avaria,Tecmar," R$  529,19 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-460M (460WP),2024-12-09,1,Painel 460 Wp,SC,23171
#44068,30982,14/01/2025,Extravio,Rio Vermelho," R$  6.815,00 ",BATERIA DE LÍTIO UCB UPLFP48-100 (100AH) 3U  REV,2024-12-06,1,Bateria Litio (100Ah),TO,23693
#43653,30859,14/01/2025,Extravio,Tecmar," R$  293,88 ",PERFIL REFORCADO 240CM PARA 1 PAINEL SOLAR SYSTEM,2024-12-05,4,Estrutura,BA,22956
#43580,30772,06/01/2025,Avaria,Rio Vermelho," R$  677,76 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-340M (340WP),2024-12-04,2,Painel 340 Wp,PA,23169
#43609,30798,06/01/2025,Extravio,Tecmar," R$  1.853,40 ",BATERIA ESTACIONÁRIA FREEDOM DF4100 (240AH / 220AH),2024-12-04,1,Bateria (240h),BA,20414
#43665,30747,08/01/2025,Extravio,Gran Cargo," R$  173,52 ",PERFIL REFORCADO 240CM PARA 1 PAINEL SOLAR SYSTEM ,2024-12-03,4,Estrutura,MT,
#43161,30751,20/12/2024,Avaria,Tecmar," R$  289,00 ",PAINEL SOLAR FOTOVOLTAICO RESUN RS6E-155M (155WP),2024-12-03,1,Painel 155 Wp,,20019
#44033,30646,10/03/2025,Avaria,Rio Vermelho," R$  638,51 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-410M (410WP),2024-12-02,1,Painel 410 Wp,PA,23170
#43689,30629,08/01/2025,Avaria,Tecmar," R$  422,10 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-340M (340WP),2024-12-02,1,Painel 340 Wp,BA,23169
#43561,30576,03/01/2025,Avaria,Tecmar," R$  500,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA585-36V-MH TOPCON (585WP),2024-12-02,1,Painel 585 Wp,BA,22726
#43098,30525,18/12/2024,Avaria,Tecmar," R$  362,36 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA585-36V-MH TOPCON (585WP),2024-11-29,1,Painel 585 Wp,SE,22726
#43775,30544,23/01/2025,Extravio,Rio Vermelho," R$  2.600,00 ",Bateria Estacionária Freedom Df2500 (165Ah / 150Ah),2024-11-29,2,Bateria 150 Ah,AC,
#43579,30516,06/01/2025,Extravio,Gran Cargo," R$  1.000,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA585-36V-MH TOPCON (585WP),2024-11-29,2,Painel 585 Wp,GO,22726
#43182,30471,24/12/2024,Avaria,Tecmar," R$  395,10 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-260M (260WP),2024-11-29,1,Painel 260 Wp,MG,23168
#43176,30474,23/12/2024,Avaria,Tecmar," R$  408,84 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-340M (340WP),2024-11-29,1,Painel 340 Wp,BA,23169
#43119,30411,19/12/2024,Avaria,Tecmar," R$  436,10 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-460-60MDH (460WP),2024-11-29,1,Painel 460 Wp,BA,20768
#44097,30378,03/01/2025,Avaria,Tecmar," R$  599,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA585-36V-MH TOPCON (585WP),2024-11-28,1,Painel 585 Wp,BA,22726
#43035,30125,16/12/2024,Avaria,Movvi," R$  449,10 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-410M (410WP),2024-11-26,1,Painel 410 Wp,SP,23170
#43737,30081,14/01/2025,Extravio,Gran Cargo," R$  184,14 ",Painel Solar Fotovoltaico Resun RSM020P (20Wp),2024-11-26,2,Painel 20 Wp,AP,10143
#43587,30086,23/01/2025,Extravio,Rio Vermelho," R$  599,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA585-36V-MH TOPCON (585WP),2024-11-26,1,Painel 585 Wp,PA,22726
#43738,30081,14/01/2025,Extravio,Gran Cargo," R$  163,89 ",Controlador de carga com display Epever Viewstar Serie AU 10A 12/24V (VS1024AU),2024-11-26,1,Controlador 10A,AP,
#43080,29898,17/12/2024,Extravio,Tecmar," R$  284,40 ",PERFIL REFORCADO 240CM PARA 1 PAINEL SOLAR SYSTEM ,2024-11-25,4,Estrutura,PB,
#43677,30023,24/01/2025,Extravio,IBL," R$  1.417,38 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-410M (410WP),2024-11-25,2,Painel 410 Wp,PE,23170
#43065,29805,16/12/2024,Avaria,Rio Vermelho," R$  309,60 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-210M (210WP),2024-11-22,1,Painel 210 Wp,MT,23167
#42596,29521,26/11/2024,Extravio,Movvi," R$  408,56 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-340M (340WP),2024-11-18,1,Painel 340 Wp,SP,23169
#42819,29359,05/12/2024,Avaria,Gran Cargo," R$  498,79 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-340M (340WP),2024-11-13,1,Painel 340 Wp,,23169
#42541,29090,22/11/2024,Avaria,Cristina," R$  362,36 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA585-36V-MH TOPCON (585WP),2024-11-11,1,Painel 585 Wp,MT,22726
#42954,28973,14/05/2025,Extravio,IBL," R$  3.022,20 ",Bateria Estacionária Moura Solar 12MS234 (220Ah),2024-11-08,2,Bateria 220 Ah,PA,10001203
#42839,28835,06/12/2024,Avaria,Movvi," R$  499,00 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-410M (410WP),2024-11-06,1,Painel 410 Wp,RJ,23170
#42460,28809,19/11/2024,Avaria,Gran Cargo," R$  1.349,59 ",MICROINVERSOR DEYE SUN-M225G4-EU-Q0 - 2250W / 220V / WIFI / MC4,2024-11-06,1,Microinversor 2000W,GO,22916
#42930,28586,10/12/2024,Avaria,Tecmar," R$  1.178,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA585-36V-MH TOPCON (585WP),2024-11-04,2,Painel 585 Wp,BA,22726
#42526,28527,22/11/2024,Extravio,Tecmar," R$  766,04 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-460-60MDH (460WP),2024-11-01,2,Painel 460 Wp,PB,20768
#42616,28474,24/02/2025,Extravio,Rio Vermelho," R$  800,00 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-340M (340WP),2024-10-31,1,Painel 340 Wp,,23169
#42323,28235,13/11/2024,Avaria,Gran Cargo," R$  498,79 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-340M (340WP),2024-10-29,1,Painel 340 Wp,AC,23169
#42400,28069,18/11/2024,Avaria,Rio Vermelho," R$  378,70 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-340M (340WP),2024-10-25,1,Painel 340 Wp,MG,23169
#42135,27658,04/11/2024,Extravio,Alfa," R$  1.599,00 ",MICROINVERSOR DEYE SUN-M225G4-EU-Q0 - 2250W / 220V / WIFI / MC4,2024-10-21,1,Microinversor 2000W,MG,22916
#42135,27658,04/11/2024,Extravio,Alfa," R$  120,00 ",CABO FOTOVOLTAICO LAFEBER 4MM² PRETO 1.8KV DC IND.,2024-10-21,15,Cabo,MG,20002
#42135,27658,04/11/2024,Avaria,Alfa," R$  482,67 ",PAINEL SOLAR FOTOVOLTAICO LUXEN LNVU-555M (555WP),2024-10-21,1,Painel 555 Wp,MG,22727
#42186,27533,06/11/2024,Avaria,Alfa," R$  1.095,54 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA585-36V-MH TOPCON (585WP),2024-10-17,2,Painel 585 Wp,MG,22726
#42230,27310,07/11/2024,Avaria,Tecmar," R$  538,47 ",PAINEL SOLAR FOTOVOLTAICO LUXEN LNCT-585N TOPCON (585WP),2024-10-14,1,Painel 585 Wp,BA,23047
#42559,27176,15/11/2024,Extravio,Bertolini," R$  1.177,30 ",Painel Solar Fotovoltaico Luxen Lnvu-555M (555Wp),2024-10-11,2,Painel 555 Wp,PA,
#42151,26986,27/11/2024,Extravio,Bertolini," R$  96,59 ",CABO FOTOVOLTÁICO LAFEBER 6MM² PRETO,2024-10-09,5,Cabo,TO,20020
#41949,26997,23/10/2024,Avaria,Tecmar," R$  1.021,14 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-460M (460WP),2024-10-09,2,Painel 460 Wp,RS,23171
#42528,26969,22/11/2024,Extravio,Correios," R$  9,08 ","SENSOR DE TEMPERATURA EPEVER RTS300R47K3.81A (LS...BN, VS...BN)",2024-10-09,1,Sensor,,20369
#42153,26986,29/11/2024,Extravio,Bertolini," R$  1.411,66 ",BOMBA SOLAR ZTROON 3POL - 3ZTS1.2- 77-24-210 (ATE 77M),2024-10-09,1,Bomba Solar,TO,
#42152,26986,28/11/2024,Extravio,Bertolini," R$  68,62 ",Conector MC4 - Proauto (par)- Rev.,2024-10-09,1,Conector MC4,TO,10051
#42154,26986,30/11/2024,Extravio,Bertolini," R$  462,66 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-340M (340WP),2024-10-09,1,Painel 340 Wp,TO,23169
#41639,26.959,09/05/2025,Extravio,Tecmar," R$  234,15 ",KIT ESTRUTURA TELHADO CERAMICO P/ 4 PAINEIS SOLAR SYSTEM,2024-10-08,1,KIT estrutura,,22966
#41638,26.959,08/05/2025,Extravio,Tecmar," R$  285,72 ",PERFIL REFORCADO 240CM PARA 1 PAINEL SOLAR SYSTEM,2024-10-08,4,KIT estrutura,,22956
#41637,26.959,07/05/2025,Extravio,Tecmar," R$  1.531,71 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-460M (460WP),2024-10-08,3,Painel 460 Wp,,23171
#41940,26581,23/10/2024,Avaria,Viktoria," R$  498,79 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-340M (340WP),2024-10-03,1,Painel 340 Wp,AC,23169
#42666,26213,28/11/2024,Avaria,Movvi," R$  502,55 ",PAINEL SOLAR FOTOVOLTAICO LUXEN LNVU-555M (555WP),2024-09-26,1,Painel 555 Wp,PA,22727
#41518,26143,01/10/2024,Avaria,Gran Cargo," R$  928,14 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA340-34-M (340WP),2024-09-25,2,Painel 340 Wp,GO,22728
#41580,25779,07/11/2024,Extravio,Tecmar," R$  934,20 ",PAINEL SOLAR FOTOVOLTAICO LUXEN LNVU-555M (555WP),2024-09-19,2,Painel 555 Wp,PE,22727
#42093,25554,31/10/2024,Avaria,Exata Cargo," R$  719,06 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA340-34-M (340WP),2024-09-16,2,Painel 340 Wp,PI,22728
#41345,25326,23/09/2024,Extravio,TransWells," R$  148,16 ",PERFIL REFORCADO 240CM PARA 1 PAINEL SOLAR SYSTEM ,2024-09-12,4,Estrutura,RJ,
#42075,25244,30/10/2024,Extravio,Alfa," R$  9.090,90 ",BATERIA ESTACIONÁRIA FREEDOM DF2000 (115AH / 105AH),2024-09-11,10,Bateria Estacionária 115 Ah,,20410
#42075,25247,30/10/2024,Extravio,CT Botelho," R$  14.545,44 ",BATERIA ESTACIONÁRIA FREEDOM DF2000 (115AH / 105AH),2024-09-11,16,Bateria Estacionária 115 Ah,,20410
#42032,25297,29/10/2024,Extravio,Tecmar," R$  722,56 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA340-34-M (340WP),2024-09-11,2,Painel 340 Wp,PE,22728
#41588,25243,07/10/2024,Avaria,Mira," R$  614,76 ",PAINEL SOLAR FOTOVOLTAICO LUXEN LNVU-555M (555WP),2024-09-11,2,Painel 555 Wp,GO,22727
#42075,25213,30/10/2024,Extravio,CT Botelho," R$  14.545,44 ",BATERIA ESTACIONÁRIA FREEDOM DF2000 (115AH / 105AH),2024-09-10,16,Bateria Estacionária 115 Ah,,20410
#41664,25211,10/10/2024,Avaria,Gran Cargo," R$  6.899,00 ",BATERIA DE LÍTIO ZTROON ZTS48105P (105AH),2024-09-10,1,Bateria Litio 105 Ah,AP,23521
#41223,24892,16/07/2025,Extravio,Tecmar," R$  518,00 ",CONTROLADOR DE CARGA MPPT EPEVER 30A 12/24V XTRA3210N,2024-09-04,1,Controlador 30A,SC,23053
#41693,24874,11/10/2024,Avaria,Exata Cargo," R$  547,77 ",PAINEL SOLAR FOTOVOLTAICO LUXEN LNCT-585N TOPCON (585WP),2024-09-04,1,Painel 585 Wp,CE,23047
#41080,24753,10/09/2024,Avaria,Viktoria," R$  482,67 ",PAINEL SOLAR FOTOVOLTAICO LUXEN LNVU-555M (555WP),2024-09-02,1,Painel 555 Wp,SP,22727
#41368,24631,23/09/2024,Avaria,Gran Cargo," R$  538,47 ",PAINEL SOLAR FOTOVOLTAICO LUXEN LNCT-585N TOPCON (585WP),2024-08-30,1,Painel 585 Wp,MG,23047
#41024,24718,06/09/2024,Avaria,Viktoria," R$  538,47 ",PAINEL SOLAR FOTOVOLTAICO LUXEN LNCT-585N TOPCON (585WP),2024-08-30,1,Painel 585 Wp,SP,23047
#41324,17,03/12/2024,Extravio,Gran Cargo," R$  849,90 ",DATALLOGER EPEVER ELOG01 PORTA ES485. - TR,2024-08-27,3,Sensor,TO,
#40686,19983,21/08/2024,Avaria,Alfa," R$  239,78 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-08-21,1,Painel 155 Wp,SP,10141
#40950,24127,04/09/2024,Extravio,Viktoria," R$  1.076,94 ",PAINEL SOLAR FOTOVOLTAICO LUXEN LNCT-585N TOPCON (585WP),2024-08-20,2,Painel 585 Wp,RO,23047
#41407,24039,25/09/2024,Extravio,Correios," R$  1.901,84 ",INVERSOR SENOIDAL EPEVER IPOWER PLUS(T) IP2000-22 - 2000W/ 24VCC/ 220VCA,2024-08-19,1,Inversor 2000W,PA,21633
#41060,24073,09/09/2024,Avaria,CT Botelho," R$  1.076,94 ",PAINEL SOLAR FOTOVOLTAICO LUXEN LNCT-585N TOPCON (585WP),2024-08-19,2,Painel 585 Wp,GO,23047
#40867,23923,30/08/2024,Avaria,Viktoria," R$  863,18 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP340P (340WP),2024-08-16,2,Painel 340 Wp,MG,22002
,23903,28/08/2024,Avaria,Gran Cargo," R$  509,52 ",PAINEL SOLAR FOTOVOLTAICO RENESOLA (555WP) BR,2024-08-15,1,Painel 555 Wp,TO,22098
#41303,23775,19/09/2024,Extravio,CT Botelho," R$  5.388,00 ",KIT ESTRUTURA P/ LAJE P/ 4 PAINEIS P. MASTER REV,2024-08-13,6,Estrutura,RJ,21011
#40803,23567,29/08/2024,Avaria,Tecmar," R$  863,18 ",Painel Solar Fotovoltaico BYD 340-PHK-36 Poli (340Wp) - BR,2024-08-09,2,Painel 340 Wp,BA,10001960
#40577,23137,15/08/2024,Avaria,Tecmar," R$  8.276,07 ",BATERIA DE Lítio UNIPOWER UPLFP48-100 (100AH) REV EP,2024-08-01,1,Bateria 100 Ah,RS,20407
#40831,22946,28/08/2024,Avaria,Tecmar," R$  459,00 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-340P (340WP) 1.2M CABO,2024-07-30,1,Painel 340 Wp,,
